word1	relation	word2	gloss1	gloss2
ring%2:39:01::	event	ring%1:11:00::	"make (bells) ring, often for the purpose..."	"the sound of a bell ringing; ""the distin..."
ring%2:39:00::	event	ring%1:11:00::	"sound loudly and sonorously; ""the bells ..."	"the sound of a bell ringing; ""the distin..."
rinse%2:35:00::	event	rinse%1:04:02::	wash off soap or remaining dirt	the removal of soap with clean water in ...
riot%2:41:00::	event	riot%1:26:00::	take part in a riot; disturb the public ...	a state of disorder involving group viol...
riot%2:41:00::	event	riot%1:04:00::	take part in a riot; disturb the public ...	a public act of violence by an unruly mo...
riot%2:41:01::	event	riot%1:04:01::	"engage in boisterous, drunken merrymakin..."	a wild gathering involving excessive dri...
rip%2:35:00::	event	rip%1:04:00::	"tear or be torn violently; ""The curtain ..."	the act of rending or ripping or splitti...
rip%2:35:00::	event	rip%1:17:00::	"tear or be torn violently; ""The curtain ..."	an opening made forcibly as by pulling a...
riposte%2:32:00::	event	riposte%1:10:00::	answer back	a quick reply to a question or remark (e...
ripple%2:39:00::	event	ripple%1:11:00::	flow in an irregular current with a bubb...	a small wave on the surface of a liquid
ripple%2:38:00::	event	ripple%1:11:00::	stir up (water) so as to form ripples	a small wave on the surface of a liquid
rise%2:38:04::	event	rise%1:11:01::	come to the surface	a wave that lifts the surface of the wat...
rise%2:38:05::	event	rise%1:04:00::	"rise to one's feet; ""The audience got up..."	the act of changing location in an upwar...
rise%2:38:08::	event	rise%1:11:02::	"come up, of celestial bodies; ""The sun a..."	"a movement upward; ""they cheered the ris..."
rise%2:38:00::	event	rise%1:11:02::	"move upward; ""The fog lifted""; ""The smok..."	"a movement upward; ""they cheered the ris..."
rise%2:38:00::	event	rise%1:04:00::	"move upward; ""The fog lifted""; ""The smok..."	the act of changing location in an upwar...
rise%2:30:02::	event	rise%1:11:00::	"become more extreme; ""The tension height..."	a growth in strength or number or import...
rise%2:30:00::	event	rise%1:04:01::	increase in value or to a higher point; ...	"increase in price or value; ""the news ca..."
rise%2:29:00::	event	rise%1:11:03::	"return from the dead; ""Christ is risen!""..."	(theology) the origination of the Holy S...
rise%2:29:08::	event	rise%1:04:00::	"get up and out of bed; ""I get up at 7 A...."	the act of changing location in an upwar...
risk%2:41:00::	event	risk%1:04:00::	"expose to a chance of loss or damage; ""W..."	a venture undertaken without regard to p...
risk%2:41:01::	event	risk%1:04:00::	take a risk in the hope of a favorable o...	a venture undertaken without regard to p...
roar%2:32:05::	event	roar%1:11:01::	"make a loud noise, as of animal; ""The bu..."	the sound made by a lion
roar%2:32:02::	event	roar%1:10:00::	"emit long loud cries; ""wail in self-pity..."	a very loud utterance (like the sound of...
roar%2:32:01::	event	roar%1:11:00::	"make a loud noise, as of wind, water, or..."	a deep prolonged loud noise
roar%2:32:03::	event	roar%1:10:00::	"utter words loudly and forcefully; ""`Get..."	a very loud utterance (like the sound of...
roar%2:29:00::	event	roar%1:10:00::	laugh unrestrainedly and heartily	a very loud utterance (like the sound of...
roast%2:32:00::	event	roast%1:09:00::	"subject to laughter or ridicule; ""The sa..."	negative criticism
rock%2:38:06::	event	rock%1:04:00::	"cause to move back and forth; ""rock the ..."	pitching dangerously to one side
rock%2:38:00::	event	rock%1:04:00::	"move back and forth or sideways; ""the sh..."	pitching dangerously to one side
roll%2:39:00::	event	roll%1:11:03::	"emit, produce, or utter with a deep prol..."	the sound of a drum (especially a snare ...
roll%2:39:00::	event	roll%1:11:00::	"emit, produce, or utter with a deep prol..."	a deep prolonged sound (as of thunder or...
roll%2:38:01::	event	roll%1:11:02::	move along on or as if on wheels or a wh...	rotary motion of an object around its ow...
roll%2:38:11::	event	roll%1:11:02::	cause to move by turning over or in a ci...	rotary motion of an object around its ow...
roll%2:38:00::	event	roll%1:11:02::	"move by turning over or rotating; ""The c..."	rotary motion of an object around its ow...
roll%2:35:00::	event	roll%1:11:02::	"arrange or or coil around; ""roll your ha..."	rotary motion of an object around its ow...
roll%2:30:10::	event	roll%1:11:02::	"shape by rolling; ""roll a cigarette"""	rotary motion of an object around its ow...
roll%2:29:06::	event	roll%1:11:02::	"execute a roll, in tumbling; ""The gymnas..."	rotary motion of an object around its ow...
romance%2:41:00::	event	romance%1:26:00::	"make amorous advances towards; ""John is ..."	a relationship between two lovers
romance%2:37:00::	event	romance%1:26:00::	have a love affair with	a relationship between two lovers
romp%2:38:00::	event	romp%1:04:00::	"play boisterously; ""The children frolick..."	gay or light-hearted recreational activi...
romp%2:33:00::	event	romp%1:11:00::	"win easily; ""romp a race"""	an easy victory
rot%2:30:00::	event	rot%1:22:00::	"break down; ""The bodies decomposed in th..."	(biology) the process of decay caused by...
rot%2:30:00::	event	rot%1:26:00::	"break down; ""The bodies decomposed in th..."	a state of decay usually accompanied by ...
round%2:38:00::	event	round%1:06:00::	wind around; move along a circular cours...	"any circular or rotating mechanism; ""the..."
rout%2:33:01::	event	rout%1:11:00::	defeat disastrously	an overwhelming defeat
row%2:38:00::	event	row%1:04:00::	"propel with oars; ""row the boat across t..."	the act of rowing as a sport
rub%2:39:00::	event	rub%1:04:00::	scrape or rub as if to relieve itching; ...	"the act of rubbing or wiping; ""he gave t..."
rub%2:35:00::	event	rub%1:04:00::	"move over something with pressure; ""rub ..."	"the act of rubbing or wiping; ""he gave t..."
rue%2:37:00::	event	rue%1:12:00::	feel remorse for; feel sorry for; be con...	sadness associated with some wrong done ...
ruff%2:33:00::	event	ruff%1:04:00::	play a trump	(card games) the act of taking a trick w...
ruin%2:41:00::	event	ruin%1:11:01::	"destroy or cause to fail; ""This behavior..."	failure that results in a loss of positi...
ruin%2:35:01::	event	ruin%1:04:00::	"reduce to ruins; ""The country lay ruined..."	destruction achieved by causing somethin...
ruin%2:35:00::	event	ruin%1:04:00::	destroy completely; damage irreparably; ...	destruction achieved by causing somethin...
ruin%2:35:00::	event	ruin%1:11:00::	destroy completely; damage irreparably; ...	an event that results in destruction
ruin%2:35:00::	event	ruin%1:26:00::	destroy completely; damage irreparably; ...	an irrecoverable state of devastation an...
ruin%2:30:00::	event	ruin%1:22:00::	fall into ruin	the process of becoming dilapidated
rule%2:41:00::	event	rule%1:26:00::	exercise authority over; as of nations; ...	dominance or power through legal authori...
rule%2:41:00::	event	rule%1:28:00::	exercise authority over; as of nations; ...	the duration of a monarch's or governmen...
rule%2:31:00::	event	rule%1:10:00::	"decide with authority; ""The King decreed..."	prescribed guide for conduct or action
rumble%2:39:00::	event	rumble%1:11:00::	"make a low noise; ""rumbling thunder"""	"a loud low dull continuous noise; ""they ..."
rumble%2:32:00::	event	rumble%1:11:00::	to utter or emit low dull rumbling sound...	"a loud low dull continuous noise; ""they ..."
rummage%2:35:00::	event	rummage%1:04:00::	"search haphazardly; ""We rummaged through..."	a thorough search for something (often c...
rumor%2:32:00::	event	rumor%1:10:00::	"tell or spread rumors; ""It was rumored t..."	gossip (usually a mixture of truth and u...
rumour%2:32:00::	event	rumour%1:10:00::	"tell or spread rumors; ""It was rumored t..."	gossip (usually a mixture of truth and u...
rumpus%2:41:00::	event	rumpus%1:04:00::	cause a disturbance	the act of making a noisy disturbance
run%2:41:01::	event	run%1:04:01::	make without a miss	a score in baseball made by a runner tou...
run%2:41:01::	event	run%1:04:02::	make without a miss	(American football) a play in which a pl...
run%2:40:06::	event	run%1:04:04::	"deal in illegally, such as arms or liquo..."	"a regular trip; ""the ship made its run i..."
run%2:38:10::	event	run%1:04:00::	"cause an animal to move fast; ""run the d..."	the act of running; traveling on foot at...
run%2:38:10::	event	run%1:11:02::	"cause an animal to move fast; ""run the d..."	"a race run on foot; ""she broke the recor..."
run%2:38:01::	event	run%1:17:00::	"move along, of liquids; ""Water flowed in..."	a small stream
run%2:38:01::	event	run%1:11:00::	"move along, of liquids; ""Water flowed in..."	the pouring forth of a fluid
run%2:38:06::	event	run%1:04:02::	run with the ball; in such sports as foo...	(American football) a play in which a pl...
run%2:38:13::	event	run%1:04:00::	"travel rapidly, by any (unspecified) mea..."	the act of running; traveling on foot at...
run%2:38:00::	event	run%1:04:00::	"move fast by using one's feet, with one ..."	the act of running; traveling on foot at...
run%2:38:00::	event	run%1:11:02::	"move fast by using one's feet, with one ..."	"a race run on foot; ""she broke the recor..."
run%2:38:05::	event	run%1:04:00::	cover by running; run a certain distance...	the act of running; traveling on foot at...
run%2:38:05::	event	run%1:11:02::	cover by running; run a certain distance...	"a race run on foot; ""she broke the recor..."
run%2:38:09::	event	run%1:04:04::	"travel a route regularly; ""Ships ply the..."	"a regular trip; ""the ship made its run i..."
run%2:33:06::	event	run%1:11:03::	"run, stand, or compete for an office or ..."	a race between candidates for elective o...
run%2:33:01::	event	run%1:11:02::	"compete in a race; ""he is running the Ma..."	"a race run on foot; ""she broke the recor..."
run%2:30:02::	event	run%1:04:06::	"progress by being changed; ""The speech h..."	"the act of testing something; ""in the ex..."
run%2:30:04::	event	run%1:04:05::	"become undone; ""the sweater unraveled"""	"a short trip; ""take a run into town"""
rupture%2:35:00::	event	rupture%1:04:00::	separate or cause to separate abruptly; ...	the act of making a sudden noisy break
rupture%2:35:00::	event	rupture%1:26:00::	separate or cause to separate abruptly; ...	state of being torn or burst open
rush%2:38:01::	event	rush%1:04:01::	"run with the ball, in football"	(American football) an attempt to advanc...
rush%2:38:10::	event	rush%1:04:00::	"cause to move fast or to rush or race; ""..."	the act of moving hurriedly and in a car...
rush%2:38:00::	event	rush%1:04:00::	"move fast; ""He rushed down the hall to r..."	the act of moving hurriedly and in a car...
rush%2:30:00::	event	rush%1:11:01::	"act or move at high speed; ""We have to r..."	"a sudden burst of activity; ""come back a..."
rush%2:30:00::	event	rush%1:04:00::	"act or move at high speed; ""We have to r..."	the act of moving hurriedly and in a car...
rush%2:30:01::	event	rush%1:04:00::	"urge to an unnatural speed; ""Don't rush ..."	the act of moving hurriedly and in a car...
rust%2:30:01::	event	rust%1:22:00::	cause to deteriorate due to the action o...	the formation of reddish-brown ferric ox...
rust%2:30:00::	event	rust%1:22:00::	"become destroyed by water, air, or a cor..."	the formation of reddish-brown ferric ox...
rust%2:30:02::	event	rust%1:22:00::	become coated with oxide	the formation of reddish-brown ferric ox...
rustle%2:39:00::	event	rustle%1:11:00::	"make a dry crackling sound; ""rustling si..."	"a light noise, like the noise of silk cl..."
rut%2:42:00::	event	rut%1:26:00::	be in a state of sexual excitement; of m...	applies to nonhuman mammals: a state or ...
sabotage%2:41:00::	event	sabotage%1:04:00::	destroy property or hinder normal operat...	a deliberate act of destruction or disru...
sack%2:41:00::	event	sack%1:04:00::	terminate the employment of; discharge f...	the termination of someone's employment ...
sack%2:40:00::	event	sack%1:04:01::	"plunder (a town) after capture; ""the bar..."	the plundering of a place by an army or ...
sacrifice%2:40:02::	event	sacrifice%1:21:00::	sell at a loss	a loss entailed by giving up or selling ...
sacrifice%2:40:00::	event	sacrifice%1:04:01::	"endure the loss of; ""He gave his life fo..."	the act of losing or surrendering someth...
